nome,genero,data_nascimento,salario_bruto,quant_viagem,presença_plenario,ausencia_plenario,ausencia_justificada_plenario,presenca_comissao,ausencia_comissao,ausencia_justificada_comissao,gasto_total_par,gasto_jan_par,gasto_fev_par,gasto_mar_par,gasto_abr_par,gasto_maio_par,gasto_junho_par,gasto_jul_par,gasto_agosto_par,gasto_set_par,gasto_out_par,gasto_nov_par,gasto_dez_par,gasto_jan_gab,gasto_fev_gab,gasto_mar_gab,gasto_abr_gab,gasto_maio_gab,gasto_junho_gab,gasto_jul_gab,gasto_agosto_gab,gasto_set_gab,gasto_out_gab,gasto_nov_gab,gasto_dez_gab
EDUARDO HENRIQUE DA FONTE DE ALBUQUERQUE SILVA,M,17/10/1972,"R$
                                                            33.763,00",0,84 dias,5 dias,3 dias,2 reuniões,40 reuniões,1 reuniões,"R$ 329.401,10","R$ 34.083,35","R$ 42.566,48","R$ 45.258,71","R$ 48.013,04","R$ 46.806,07","R$ 25.355,86","R$ 21.639,01","R$ 25.533,18","R$ 16.566,48","R$ 23.578,92",,,"110.448,12","108.787,76","97.120,73","102.047,21","105.204,32","111.471,69","102.622,24","103.739,73","108.433,33","105.437,39",,
ADRIANO ELI CORRÊA,M,13/01/1976,"R$
                                                            33.763,00",0,82 dias,10 dias,0 dias,42 reuniões,27 reuniões,0 reuniões,"R$ 265.305,28","R$ 22.593,30","R$ 23.225,37","R$ 28.285,66","R$ 57.687,80","R$ 56.126,53","R$ 30.297,57","R$ 22.196,45","R$ 6.522,28","R$ 421,69","R$ 17.948,63",,,"105.205,60","105.205,60","105.205,60","105.205,60","101.881,14","104.761,01","106.115,52","106.115,52","106.115,52","102.257,61",,
ELIAS VAZ DE ANDRADE,M,04/07/1966,"R$
                                                            33.763,00",0,82 dias,1 dias,9 dias,81 reuniões,14 reuniões,5 reuniões,"R$ 167.084,01","R$ 15.838,58","R$ 26.200,21","R$ 25.592,46","R$ 27.999,68","R$ 27.596,14","R$ 12.853,99","R$ 11.787,89","R$ 3.017,22","R$ 323,45","R$ 15.362,24","R$ 512,15",,"105.866,83","105.866,83","104.555,04","105.866,83","106.630,73","108.826,95","108.826,95","108.826,95","108.826,95","110.118,38",,
EFRAIM DE ARAÚJO MORAIS FILHO,M,18/03/1979,"R$
                                                            33.763,00",0,73 dias,10 dias,9 dias,6 reuniões,14 reuniões,5 reuniões,"R$ 265.206,49","R$ 31.920,25","R$ 54.289,28","R$ 52.463,46","R$ 51.650,40","R$ 42.763,10","R$ 7.412,58","R$ 9.627,39","R$ 8.755,96","R$ 1,36","R$ 5.893,42","R$ 429,29",,"111.148,60","111.617,23","111.617,23","111.617,23","111.617,23","111.617,23","111.617,23","111.617,23","111.575,98","111.544,43",,
CARLOS ALBERTO ROLIM ZARATTINI,M,08/06/1959,"R$
                                                            33.763,00",0,86 dias,4 dias,2 dias,20 reuniões,19 reuniões,1 reuniões,"R$ 297.688,94","R$ 27.151,54","R$ 32.367,11","R$ 64.118,33","R$ 25.278,01","R$ 55.777,06","R$ 28.292,59","R$ 25.051,27","R$ 14.054,68","R$ 10.433,06","R$ 13.858,47","R$ 1.306,82",,"111.544,42","111.544,42","111.544,42","111.544,42","111.544,42","111.544,42","111.544,42","111.544,42","111.544,42","111.544,42",,
CELIO ALVES DE MOURA,M,13/08/1953,"R$
                                                            33.763,00",0,88 dias,4 dias,0 dias,55 reuniões,34 reuniões,0 reuniões,"R$ 434.157,96","R$ 31.534,98","R$ 24.693,74","R$ 51.336,16","R$ 56.438,80","R$ 65.154,84","R$ 58.388,47","R$ 36.339,51","R$ 45.541,60","R$ 25.615,39","R$ 35.259,62","R$ 3.854,85",,"111.544,38","111.544,38","111.544,38","111.544,38","111.544,38","111.544,38","111.544,38","111.544,38","111.544,38","111.544,38",,
JOSÉ CARLOS VERAS DOS SANTOS,M,10/08/1981,"R$
                                                            33.763,00",0,89 dias,0 dias,3 dias,42 reuniões,33 reuniões,8 reuniões,"R$ 346.470,48","R$ 23.450,32","R$ 50.658,26","R$ 61.233,10","R$ 37.074,81","R$ 65.132,56","R$ 29.707,30","R$ 34.668,74","R$ 24.844,59","R$ 5.992,91","R$ 12.474,14","R$ 1.233,75",,"102.271,86","100.443,89","100.443,89","105.043,78","108.026,51","106.855,41","109.678,36","109.831,56","109.119,16","111.059,01",,
ELI DIAS BORGES,M,01/09/1960,"R$
                                                            33.763,00",0,81 dias,11 dias,0 dias,6 reuniões,11 reuniões,0 reuniões,"R$ 389.429,95","R$ 31.188,98","R$ 46.066,46","R$ 51.592,15","R$ 46.239,19","R$ 48.724,20","R$ 43.313,71","R$ 41.770,08","R$ 35.826,39","R$ 32.575,57","R$ 10.263,37","R$ 1.869,85",,"111.130,49","111.392,69","111.205,19","108.796,48","110.064,23","111.248,28","109.041,83","110.416,27","110.246,84","110.822,48",,
CELSO MALDANER,M,30/08/1953,"R$
                                                            33.763,00",0,82 dias,5 dias,5 dias,22 reuniões,1 reuniões,2 reuniões,"R$ 369.913,72","R$ 24.680,20","R$ 30.121,77","R$ 43.359,15","R$ 32.327,41","R$ 41.007,63","R$ 27.013,34","R$ 28.086,87","R$ 25.892,83","R$ 22.602,17","R$ 51.620,99","R$ 43.201,36",,"111.010,67","111.140,65","111.370,11","108.394,27","109.190,92","109.485,71","110.743,36","111.470,49","111.162,32","110.592,90",,
CASSIO COELHO ANDRADE,M,12/09/1981,"R$
                                                            33.763,00",0,70 dias,0 dias,22 dias,36 reuniões,25 reuniões,15 reuniões,"R$ 307.608,33","R$ 21.728,53","R$ 32.899,83","R$ 26.323,38","R$ 50.683,51","R$ 58.046,30","R$ 36.031,58","R$ 14.449,73","R$ 9.264,77","R$ 3.863,84","R$ 54.316,86",,,"111.653,55","111.594,40","111.574,68","111.574,68","111.574,68","111.574,67","110.238,62","111.444,93","111.465,48","111.465,48",,
CELIO ANTONIO DA SILVEIRA,M,19/09/1959,"R$
                                                            33.763,00",0,88 dias,0 dias,4 dias,31 reuniões,6 reuniões,1 reuniões,"R$ 249.268,07","R$ 18.102,06","R$ 29.238,30","R$ 30.935,93","R$ 27.982,39","R$ 31.959,23","R$ 18.044,17","R$ 17.332,28","R$ 17.806,01","R$ 16.854,28","R$ 40.969,73","R$ 43,69",,"111.671,79","111.671,79","111.671,79","111.671,79","111.671,79","110.968,96","109.631,33","111.578,65","111.441,29","111.441,29",,
ANTONIO CEZAR CORREIA FREIRE,M,12/12/1973,"R$
                                                            33.763,00",0,85 dias,7 dias,0 dias,38 reuniões,39 reuniões,0 reuniões,"R$ 325.836,31","R$ 37.003,29","R$ 36.167,38","R$ 38.256,80","R$ 50.290,01","R$ 47.505,37","R$ 20.781,53","R$ 34.316,10","R$ 29.210,00","R$ 16.683,05","R$ 14.273,67","R$ 1.349,11",,"111.383,97","110.930,03","111.423,09","111.423,09","111.169,89","111.423,09","110.326,94","111.485,72","111.538,36","111.538,36",,
FRANCISCO JOSÉ D'ANGELO PINTO,M,11/02/1953,"R$
                                                            33.763,00",0,83 dias,6 dias,3 dias,31 reuniões,34 reuniões,2 reuniões,"R$ 284.234,89","R$ 31.896,36","R$ 27.273,29","R$ 30.877,95","R$ 43.620,43","R$ 41.207,47","R$ 32.636,24","R$ 30.772,24","R$ 20.679,40","R$ 17.903,83","R$ 6.817,68","R$ 550,00",,"111.574,71","111.574,71","110.060,41","111.423,07","111.423,07","111.423,07","111.423,07","111.423,07","111.423,07","111.481,37",,
CHARLES FERNANDES SILVEIRA SANTANA,M,15/03/1965,"R$
                                                            33.763,00",0,90 dias,1 dias,1 dias,35 reuniões,6 reuniões,0 reuniões,"R$ 323.383,76","R$ 24.256,26","R$ 47.976,68","R$ 50.658,86","R$ 46.560,45","R$ 48.292,35","R$ 27.745,84","R$ 27.027,00","R$ 19.586,71","R$ 19.284,11","R$ 10.381,44","R$ 1.614,06",,"111.439,65","111.389,19","111.507,90","111.507,88","110.522,28","111.149,99","111.433,52","111.507,87","111.507,87","110.870,57",,
CHARLLES THOMACELLI EVANGELISTA,M,27/12/1984,"R$
                                                            33.763,00",0,88 dias,0 dias,4 dias,27 reuniões,4 reuniões,5 reuniões,"R$ 272.031,91","R$ 22.449,08","R$ 36.430,49","R$ 47.122,47","R$ 36.668,39","R$ 49.948,09","R$ 24.701,10","R$ 21.331,84","R$ 25.587,97","R$ 1.432,93","R$ 6.359,55",,,"102.330,37","102.010,39","103.658,78","105.928,21","106.859,77","104.041,72","106.811,02","110.258,36","110.258,36","107.229,36",,
CELIO STUDART BARBOSA,M,19/06/1987,"R$
                                                            33.763,00",0,80 dias,9 dias,3 dias,16 reuniões,16 reuniões,3 reuniões,"R$ 334.771,25","R$ 42.405,28","R$ 77.088,77","R$ 34.915,78","R$ 50.390,81","R$ 46.271,91","R$ 22.564,85","R$ 25.601,39","R$ 14.660,40","R$ 4.343,55","R$ 16.378,51","R$ 150,00",,"111.276,50","111.198,61","111.550,82","111.653,55","111.653,55","107.237,22","111.313,87","108.312,84","107.025,30","107.025,30",,
CHRISTINO AUREO DA SILVA,M,26/04/1962,"R$
                                                            33.763,00",0,87 dias,0 dias,5 dias,22 reuniões,7 reuniões,7 reuniões,"R$ 364.350,26","R$ 35.707,47","R$ 43.836,64","R$ 42.917,16","R$ 48.167,17","R$ 53.926,39","R$ 32.622,07","R$ 26.143,21","R$ 21.788,64","R$ 18.368,80","R$ 40.258,88","R$ 613,83",,"111.412,57","111.647,36","107.066,29","111.310,13","111.604,92","111.604,92","111.604,92","111.604,92","111.585,50","111.568,51",,
JOÃO FRANCISCO INÁCIO BRAZÃO,M,22/02/1962,"R$
                                                            33.763,00",0,84 dias,8 dias,0 dias,50 reuniões,4 reuniões,0 reuniões,"R$ 291.545,15","R$ 5.628,16","R$ 25.886,77","R$ 61.019,13","R$ 45.809,13","R$ 49.940,05","R$ 27.195,38","R$ 11.919,52","R$ 9.234,91","R$ 18.890,85","R$ 36.021,25",,,"111.623,18","110.117,12","110.943,03","111.623,18","111.623,18","111.623,18","111.623,18","111.623,18","111.623,18","111.623,18",,
CLEBER VERDE CORDEIRO MENDES,M,10/05/1972,"R$
                                                            33.763,00",0,91 dias,0 dias,1 dias,15 reuniões,19 reuniões,0 reuniões,"R$ 300.663,96","R$ 14.582,42","R$ 18.944,35","R$ 47.074,36","R$ 45.118,81","R$ 99.276,90","R$ 13.222,16","R$ 16.834,74","R$ 8.782,05","R$ 4.751,79","R$ 32.076,38",,,"110.588,35","105.407,76","109.632,33","97.860,55","111.342,09","111.580,81","111.580,81","111.580,81","111.580,81","110.238,31",,
LUIZ ARMANDO SCHROEDER REIS,M,23/06/1957,"R$
                                                            33.763,00",0,84 dias,4 dias,4 dias,40 reuniões,1 reuniões,0 reuniões,"R$ 243.119,72","R$ 12.148,50","R$ 26.826,54","R$ 33.216,85","R$ 48.925,26","R$ 49.749,39","R$ 25.127,17","R$ 20.027,71","R$ 10.975,22","R$ 4.534,03","R$ 9.709,47","R$ 1.879,58",,"101.236,10","103.071,39","111.201,67","110.216,08","110.773,16","111.095,62","111.269,37","111.508,09","111.508,09","110.157,74",,
JOÃO CHRISÓSTOMO DE MOURA,M,23/06/1959,"R$
                                                            33.763,00",0,89 dias,3 dias,0 dias,68 reuniões,35 reuniões,0 reuniões,"R$ 368.241,44","R$ 43.569,56","R$ 50.409,86","R$ 41.654,50","R$ 41.798,47","R$ 49.488,53","R$ 35.493,95","R$ 36.213,06","R$ 25.552,93","R$ 16.022,94","R$ 27.543,32","R$ 494,32",,"107.323,44","106.208,72","102.467,86","107.196,50","98.159,34","108.000,77","107.946,98","108.363,78","109.587,98","109.307,85",,
LUIS ANTONIO FRANCISCATTO COVATTI,M,25/07/1987,"R$
                                                            33.763,00",0,89 dias,3 dias,0 dias,33 reuniões,12 reuniões,1 reuniões,"R$ 354.596,62","R$ 39.901,49","R$ 64.904,76","R$ 45.888,49","R$ 45.547,51","R$ 61.494,69","R$ 34.354,07","R$ 35.673,58","R$ 7.646,43","R$ 612,00","R$ 17.873,82","R$ 699,78",,"110.922,09","111.617,12","107.422,09","109.771,87","110.840,89","108.844,64","97.398,86","110.212,41","110.288,12","110.463,07",,
CRISTIANO DUTRA VALE,M,10/04/1970,"R$
                                                            33.763,00",0,80 dias,0 dias,12 dias,25 reuniões,3 reuniões,5 reuniões,"R$ 339.850,13","R$ 20.452,98","R$ 49.639,93","R$ 30.338,48","R$ 43.108,68","R$ 49.829,99","R$ 38.126,87","R$ 26.721,78","R$ 30.470,89","R$ 32.141,42","R$ 18.563,85","R$ 455,26",,"110.040,22","103.847,89","110.040,22","105.919,51","103.859,15","98.892,22","97.650,62","104.977,00","107.755,43","110.676,12",,
DAMIÃO FELICIANO DA SILVA,M,28/04/1952,"R$
                                                            33.763,00",0,81 dias,1 dias,10 dias,29 reuniões,24 reuniões,7 reuniões,"R$ 299.356,24","R$ 33.696,89","R$ 30.513,30","R$ 45.137,92","R$ 53.251,62","R$ 39.985,25","R$ 21.830,00","R$ 19.723,61","R$ 12.971,79","R$ 10.939,09","R$ 30.722,02","R$ 584,75",,"111.054,03","106.603,56","94.753,60","91.868,67","107.855,77","111.429,12","111.429,12","109.759,06","107.977,67","108.783,05",,
DAGOBERTO NOGUEIRA FILHO,M,21/07/1955,"R$
                                                            33.763,00",0,80 dias,0 dias,12 dias,4 reuniões,0 reuniões,0 reuniões,"R$ 392.765,26","R$ 33.968,57","R$ 43.913,03","R$ 47.315,35","R$ 46.082,30","R$ 39.158,72","R$ 43.879,61","R$ 41.129,03","R$ 39.057,91","R$ 33.635,67","R$ 24.585,90","R$ 39,17",,"111.166,05","111.277,60","111.277,60","111.277,60","111.277,60","111.277,60","110.863,55","110.859,05","110.859,05","111.211,03",,
DANIEL COSTA DE FREITAS,M,03/04/1982,"R$
                                                            33.763,00",0,77 dias,15 dias,0 dias,3 reuniões,0 reuniões,0 reuniões,"R$ 305.465,83","R$ 38.606,89","R$ 24.248,40","R$ 43.103,43","R$ 47.999,13","R$ 45.138,90","R$ 30.847,10","R$ 32.894,95","R$ 25.917,35","R$ 4.096,46","R$ 12.109,81","R$ 503,41",,"105.697,03","105.697,03","109.243,35","110.816,55","110.933,95","111.423,11","111.423,11","111.423,11","111.423,11","111.423,11",,
JOSIAS MARIO DA VITORIA,M,02/06/1971,"R$
                                                            33.763,00",0,89 dias,3 dias,0 dias,0 reuniões,0 reuniões,0 reuniões,"R$ 344.528,51","R$ 39.721,75","R$ 61.373,19","R$ 36.361,78","R$ 48.373,97","R$ 37.143,23","R$ 27.515,03","R$ 30.632,01","R$ 27.567,15","R$ 23.415,71","R$ 10.098,49","R$ 2.326,20",,"109.916,03","109.232,89","110.340,24","110.968,15","110.968,15","110.968,15","111.559,84","110.395,01","111.192,57","108.308,77",,
MARCIO TADEU ANHAIA DE LEMOS,M,30/09/1965,"R$
                                                            33.763,00",0,88 dias,4 dias,0 dias,61 reuniões,14 reuniões,0 reuniões,"R$ 332.916,64","R$ 37.359,64","R$ 45.903,08","R$ 33.260,17","R$ 32.063,81","R$ 48.565,66","R$ 27.237,62","R$ 25.482,15","R$ 17.392,78","R$ 17.775,38","R$ 28.430,40","R$ 19.445,95",,"111.127,47","109.317,63","107.351,00","101.360,55","110.345,01","108.448,48","106.340,00","111.358,01","111.459,56","111.459,56",,
DANIEL LUCIO DA SILVEIRA,M,25/11/1982,"R$
                                                            33.763,00",0,89 dias,2 dias,1 dias,87 reuniões,58 reuniões,1 reuniões,"R$ 307.400,84","R$ 35.637,58","R$ 37.560,86","R$ 37.098,84","R$ 37.913,96","R$ 39.709,62","R$ 33.297,09","R$ 28.745,65","R$ 27.784,42","R$ 13.563,62","R$ 14.939,77","R$ 1.149,43",,"104.730,18","106.558,15","108.774,14","109.706,94","105.193,39","103.433,49","86.143,80","107.120,36","107.862,35","111.382,87",,
DANIEL TRZECIAK DUARTE,M,04/11/1986,"R$
                                                            33.763,00",0,86 dias,0 dias,6 dias,31 reuniões,6 reuniões,8 reuniões,"R$ 212.857,43","R$ 9.307,83","R$ 15.955,97","R$ 15.150,23","R$ 39.352,32","R$ 18.241,57","R$ 20.817,46","R$ 28.100,30","R$ 16.051,09","R$ 16.840,25","R$ 32.070,78","R$ 969,63",,"105.455,53","105.415,99","105.436,13","105.982,05","108.226,36","109.497,39","106.036,48","94.998,83","99.412,79","104.033,76",,
DANIEL PIRES COELHO,M,04/11/1978,"R$
                                                            33.763,00",0,91 dias,1 dias,0 dias,6 reuniões,0 reuniões,0 reuniões,"R$ 360.896,58","R$ 56.899,01","R$ 47.545,19","R$ 51.524,56","R$ 44.454,63","R$ 36.128,30","R$ 30.323,85","R$ 32.107,75","R$ 22.965,49","R$ 20.599,99","R$ 18.151,21","R$ 196,60",,"111.319,00","111.580,81","111.580,81","111.580,81","111.332,51","111.580,82","111.559,70","111.471,69","111.474,71","111.507,06",,
DANIEL GOMES DE ALMEIDA,M,21/01/1955,"R$
                                                            33.763,00",0,90 dias,0 dias,2 dias,38 reuniões,37 reuniões,0 reuniões,"R$ 356.199,86","R$ 58.756,35","R$ 47.548,42","R$ 45.375,86","R$ 51.389,18","R$ 32.596,32","R$ 29.676,29","R$ 18.598,64","R$ 16.188,74","R$ 14.756,90","R$ 40.472,41","R$ 840,75",,"111.659,61","111.659,61","111.659,61","111.659,61","111.659,61","111.659,61","111.659,61","111.659,61","111.659,61","111.659,61",,
DANILO JORGE DE BARROS CABRAL,M,21/04/1967,"R$
                                                            33.763,00",0,83 dias,6 dias,3 dias,8 reuniões,22 reuniões,6 reuniões,"R$ 287.464,54","R$ 23.243,32","R$ 23.195,87","R$ 25.003,47","R$ 45.722,17","R$ 49.445,71","R$ 26.152,01","R$ 32.469,21","R$ 12.877,47","R$ 8.866,71","R$ 39.648,42","R$ 840,18",,"95.045,26","95.045,26","94.090,38","98.095,56","99.861,52","99.861,52","100.443,65","100.923,05","111.114,04","111.465,45",,
FRANCISCO DANILO BASTOS FORTE,M,01/09/1958,"R$
                                                            33.763,00",0,86 dias,3 dias,3 dias,42 reuniões,21 reuniões,2 reuniões,"R$ 399.293,34","R$ 67.906,91","R$ 48.807,99","R$ 40.578,79","R$ 52.959,10","R$ 80.716,86","R$ 57.550,28","R$ 22.707,17","R$ 9.622,62","R$ 6.546,36","R$ 11.778,36","R$ 118,90",,"109.573,04","105.109,88","101.753,78","107.930,59","108.735,93","108.600,66","101.671,79","104.239,59","101.843,93","102.801,40",,
DARCI DE MATOS,M,08/11/1961,"R$
                                                            33.763,00",0,80 dias,10 dias,2 dias,55 reuniões,9 reuniões,3 reuniões,"R$ 269.534,87","R$ 27.456,09","R$ 37.612,31","R$ 41.962,71","R$ 38.942,67","R$ 42.279,75","R$ 18.366,03","R$ 26.329,15","R$ 14.161,38","R$ 1.290,05","R$ 20.268,72","R$ 866,01",,"111.593,97","111.623,31","111.579,26","111.659,67","111.659,67","110.174,35","110.543,76","111.508,04","111.508,04","110.579,75",,
DANRLEI DE DEUS HINTERHOLZ,M,18/04/1973,"R$
                                                            33.763,00",0,50 dias,11 dias,7 dias,17 reuniões,27 reuniões,9 reuniões,"R$ 219.897,65",,,,"R$ 39.413,57","R$ 38.636,46","R$ 43.580,07","R$ 37.837,68","R$ 23.198,87","R$ 20.183,29","R$ 17.047,71",,,"0,00","0,00","3.313,89","88.602,16","92.253,84","99.507,11","95.073,08","107.705,84","108.196,00","107.989,17",,
DAVID MICHAEL DOS SANTOS MIRANDA,M,10/05/1985,"R$
                                                            33.763,00",0,66 dias,11 dias,15 dias,23 reuniões,7 reuniões,4 reuniões,"R$ 242.667,95","R$ 35.259,28","R$ 43.349,65","R$ 32.853,62","R$ 45.091,15","R$ 29.890,05","R$ 33.147,86","R$ 10.128,77","R$ 8.151,54","-R$ 817,25","R$ 5.613,28",,,"111.544,37","111.544,37","56.799,55","64.345,04","100.004,66","94.914,31","97.663,21","102.324,88","100.368,27","98.332,98",,
MARCELO EDUARDO FREITAS,M,04/03/1976,"R$
                                                            33.763,00",0,80 dias,8 dias,4 dias,66 reuniões,1 reuniões,1 reuniões,"R$ 290.526,28","R$ 31.421,05","R$ 43.796,10","R$ 37.148,52","R$ 24.745,40","R$ 39.348,34","R$ 29.355,58","R$ 26.303,93","R$ 19.417,00","R$ 19.550,28","R$ 18.633,84","R$ 806,24",,"104.088,18","105.813,10","103.290,21","102.664,07","110.724,59","111.483,80","111.483,80","107.272,97","107.289,51","103.558,73",,
ANTÔNIO DA LUZ FURTADO,M,06/01/1972,"R$
                                                            33.763,00",0,90 dias,1 dias,1 dias,73 reuniões,19 reuniões,6 reuniões,"R$ 288.816,41","R$ 34.263,89","R$ 43.088,49","R$ 42.959,20","R$ 32.920,98","R$ 47.359,21","R$ 16.303,12","R$ 19.852,22","R$ 12.243,23","R$ 8.092,66","R$ 27.244,72","R$ 4.488,69",,"110.967,56","111.125,87","111.617,20","111.617,20","111.617,20","111.623,07","111.653,61","111.653,61","111.653,61","111.653,61",,
PABLO OLIVA SOUZA,M,26/07/1976,"R$
                                                            33.763,00",0,78 dias,14 dias,0 dias,112 reuniões,30 reuniões,0 reuniões,"R$ 369.191,63","R$ 28.267,00","R$ 51.491,99","R$ 65.512,79","R$ 64.732,08","R$ 41.341,87","R$ 31.189,75","R$ 32.398,76","R$ 26.832,20","R$ 17.440,00","R$ 7.823,37","R$ 2.161,82",,"99.985,47","73.344,51","92.308,59","99.950,28","106.315,17","106.987,85","101.323,39","101.342,41","107.310,62","89.036,79",,
EDER MAURO CARDOSO BARRA,M,14/12/1960,"R$
                                                            33.763,00",0,79 dias,10 dias,3 dias,4 reuniões,12 reuniões,0 reuniões,"R$ 325.195,22","R$ 46.351,28","R$ 56.697,20","R$ 17.871,34","R$ 52.514,33","R$ 52.104,65","R$ 51.446,49","R$ 39.019,70","R$ 6.514,58","R$ 2.675,65",,,,"111.587,65","111.029,67","109.774,54","111.611,12","111.611,12","111.168,32","110.779,91","107.856,37","107.856,37","107.856,37",,
DENIS ANDERSON DA ROCHA BEZERRA,M,17/03/1980,"R$
                                                            33.763,00",0,88 dias,3 dias,1 dias,70 reuniões,9 reuniões,1 reuniões,"R$ 400.260,91","R$ 46.094,78","R$ 53.674,69","R$ 52.475,51","R$ 52.185,85","R$ 40.861,85","R$ 33.475,40","R$ 24.901,37","R$ 18.145,39","R$ 17.544,23","R$ 44.329,57","R$ 16.572,27",,"110.743,73","108.800,92","108.144,99","106.767,55","106.327,19","107.307,01","102.136,31","107.474,82","111.617,19","109.239,78",,
WALDIR SOARES DE OLIVEIRA,M,28/11/1962,"R$
                                                            33.763,00",0,86 dias,0 dias,6 dias,7 reuniões,44 reuniões,5 reuniões,"R$ 149.309,65","R$ 14.119,59","R$ 16.610,96","R$ 17.642,50","R$ 17.254,73","R$ 17.514,69","R$ 15.282,52","R$ 15.088,53","R$ 12.955,79","R$ 10.015,33","R$ 11.921,51","R$ 903,50",,"101.978,63","99.618,58","96.319,60","92.534,14","92.534,14","94.998,88","101.543,63","103.436,75","102.749,57","102.015,00",,
DIEGO LEONARDO DE ANDRADE CARVALHO,M,08/08/1977,"R$
                                                            33.763,00",0,70 dias,0 dias,22 dias,7 reuniões,9 reuniões,11 reuniões,"R$ 217.838,28","R$ 28.386,47","R$ 32.013,45","R$ 32.859,73","R$ 17.554,55","R$ 41.393,91","R$ 15.224,17","R$ 22.079,82","R$ 8.663,35","R$ 11.458,92","R$ 8.203,91",,,"111.580,82","111.580,82","111.580,82","111.580,82","111.580,82","111.535,53","111.241,15","110.635,35","109.154,50","109.154,50",,
DIMAS FABIANO TOLEDO JÚNIOR,M,23/05/1973,"R$
                                                            33.763,00",0,86 dias,1 dias,5 dias,18 reuniões,1 reuniões,3 reuniões,"R$ 283.523,77","R$ 30.575,40","R$ 29.897,78","R$ 36.489,01","R$ 37.782,58","R$ 34.645,39","R$ 23.877,46","R$ 33.775,98","R$ 26.291,36","R$ 16.347,48","R$ 12.634,33","R$ 1.207,00",,"92.717,74","90.647,71","88.844,00","89.894,36","93.796,44","94.254,41","100.197,24","96.972,36","108.044,05","109.918,79",,
DOMINGOS GOMES DE AGUIAR NETO,M,29/04/1988,"R$
                                                            33.763,00",0,79 dias,7 dias,6 dias,30 reuniões,25 reuniões,6 reuniões,"R$ 346.157,45","R$ 33.731,48","R$ 52.313,10","R$ 36.169,17","R$ 53.317,93","R$ 77.719,59","R$ 22.751,47","R$ 19.502,64","R$ 3.346,59","R$ 2.837,01","R$ 44.468,47",,,"111.544,43","111.544,43","110.497,19","107.599,23","111.235,68","111.617,24","111.617,24","111.617,24","111.617,24","106.952,23",,
DOMINGOS SÁVIO CAMPOS RESENDE,M,25/03/1957,"R$
                                                            33.763,00",0,87 dias,2 dias,3 dias,29 reuniões,6 reuniões,1 reuniões,"R$ 311.182,97","R$ 24.341,19","R$ 52.616,35","R$ 44.927,02","R$ 32.735,37","R$ 48.074,76","R$ 26.928,66","R$ 27.300,43","R$ 24.815,98","R$ 18.843,40","R$ 9.599,00","R$ 1.000,81",,"109.833,82","109.833,82","111.183,95","111.653,56","110.747,01","110.990,37","111.313,88","110.806,11","111.313,88","111.313,88",,
DIEGO ALEXSANDER GONCALO PAULA GARCIA,M,10/10/1984,"R$
                                                            33.763,00",0,89 dias,0 dias,3 dias,134 reuniões,43 reuniões,3 reuniões,"R$ 263.861,19","R$ 9.153,29","R$ 13.917,88","R$ 34.960,78","R$ 39.069,90","R$ 47.847,45","R$ 36.301,69","R$ 32.663,59","R$ 20.367,53","R$ 6.819,55","R$ 16.986,39","R$ 5.773,14",,"93.054,98","91.310,31","97.522,54","98.459,58","96.593,67","96.173,37","99.859,25","84.300,62","79.772,64","79.111,23",,
LUIZ ANTONIO DE SOUZA TEIXEIRA JÚNIOR,M,15/12/1973,"R$
                                                            33.763,00",0,67 dias,25 dias,0 dias,14 reuniões,22 reuniões,0 reuniões,"R$ 266.546,32","R$ 27.501,17","R$ 33.784,37","R$ 41.465,77","R$ 43.233,68","R$ 38.833,58","R$ 24.163,31","R$ 23.117,56","R$ 18.685,19","R$ 10.202,91","R$ 5.508,98","R$ 49,80",,"97.653,62","97.653,62","108.819,42","110.434,31","110.434,31","110.434,31","110.434,31","110.413,15","111.647,44","106.463,32",,
FERNANDO BEZERRA DE SOUZA COELHO FILHO,M,28/02/1984,"R$
                                                            33.763,00",0,81 dias,6 dias,5 dias,6 reuniões,39 reuniões,4 reuniões,"R$ 289.091,64","R$ 32.904,38","R$ 35.321,53","R$ 50.966,51","R$ 42.640,35","R$ 22.991,65","R$ 38.141,86","R$ 34.943,44","R$ 7.902,03","R$ 1.571,47","R$ 20.930,42","R$ 778,00",,"106.461,21","106.461,21","106.461,21","106.461,21","107.548,75","111.277,47","111.277,47","110.295,40","110.786,15","110.786,15",,
FERNANDO RODOLFO TENORIO DE VASCONCELOS,M,17/11/1983,"R$
                                                            33.763,00",0,83 dias,5 dias,4 dias,17 reuniões,51 reuniões,3 reuniões,"R$ 302.649,08","R$ 34.398,75","R$ 35.640,31","R$ 48.456,09","R$ 61.790,50","R$ 42.253,99","R$ 30.175,92","R$ 26.376,10","R$ 10.140,69","R$ 7.883,19","R$ 5.533,54",,,"110.824,90","108.472,48","109.833,05","104.726,42","110.607,73","107.797,77","106.334,87","77.927,20","90.812,99","88.404,25",,
